ncbi_id,reactome_id,reactome_name
54901,R-HSA-6782315,tRNA modification in the nucleus and cytosol
54902,R-HSA-9865881,Complex III assembly
54903,R-HSA-5610787,Hedgehog 'off' state
54903,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
54904,R-HSA-3214841,PKMTs methylate histone lysines
54905,R-HSA-211958,Miscellaneous substrates
54905,R-HSA-211981,Xenobiotics
54908,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal
54908,R-HSA-2467813,Separation of Sister Chromatids
54908,R-HSA-2500257,Resolution of Sister Chromatid Cohesion
54908,R-HSA-5663220,RHO GTPases Activate Formins
54908,R-HSA-68877,Mitotic Prometaphase
54908,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
54913,R-HSA-6784531,tRNA processing in the nucleus
54913,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol
54918,R-HSA-6798695,Neutrophil degranulation
54920,R-HSA-6782315,tRNA modification in the nucleus and cytosol
54920,R-HSA-9833482,PKR-mediated signaling
54921,R-HSA-174411,Polymerase switching on the C-strand of the telomere
54925,R-HSA-212436,Generic Transcription Pathway
54926,R-HSA-8866652,Synthesis of active ubiquitin: roles of E1 and E2 enzymes
54926,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation
54927,R-HSA-1268020,Mitochondrial protein import
54927,R-HSA-8949613,Cristae formation
54928,R-HSA-156584,Cytosolic sulfonation of small molecules
5493,R-HSA-6809371,Formation of the cornified envelope
5493,R-HSA-8851680,Butyrophilin (BTN) family interactions
54930,R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition
54930,R-HSA-380259,Loss of Nlp from mitotic centrosomes
54930,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes
54930,R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome
54930,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes
54930,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
54930,R-HSA-8854518,AURKA Activation by TPX2
54931,R-HSA-6785470,tRNA processing in the mitochondrion
54931,R-HSA-6787450,tRNA modification in the mitochondrion
54931,R-HSA-8868766,rRNA processing in the mitochondrion
54934,R-HSA-3214847,HATs acetylate histones
54934,R-HSA-9772755,Formation of WDR5-containing histone-modifying complexes
54936,R-HSA-110362,POLB-Dependent Long Patch Base Excision Repair
54938,R-HSA-379726,Mitochondrial tRNA aminoacylation
54939,R-HSA-8951664,Neddylation
5494,R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity
5494,R-HSA-380972,Energy dependent regulation of mTOR by LKB1-AMPK
54941,R-HSA-936440,Negative regulators of DDX58/IFIH1 signaling
54947,R-HSA-1482788,Acyl chain remodelling of PC
54948,R-HSA-5368286,Mitochondrial translation initiation
54948,R-HSA-5389840,Mitochondrial translation elongation
54948,R-HSA-5419276,Mitochondrial translation termination
54948,R-HSA-9937383,Mitochondrial ribosome-associated quality control
54949,R-HSA-9854311,Maturation of TCA enzymes and regulation of TCA cycle
5495,R-HSA-1169408,ISG15 antiviral mechanism
5495,R-HSA-9700645,ALK mutants bind TKIs
5495,R-HSA-9725370,Signaling by ALK fusions and activated point mutants
54951,R-HSA-8951664,Neddylation
54956,R-HSA-196807,Nicotinate metabolism
54956,R-HSA-9683610,Maturation of nucleoprotein
54956,R-HSA-9694631,Maturation of nucleoprotein
54959,R-HSA-977225,Amyloid fiber formation
54960,R-HSA-191859,snRNP Assembly
54960,R-HSA-9754678,SARS-CoV-2 modulates host translation machinery
54962,R-HSA-5693607,Processing of DNA double-strand break ends
54963,R-HSA-73614,Pyrimidine salvage
54965,R-HSA-162710,Synthesis of glycosylphosphatidylinositol (GPI)
54971,R-HSA-6804759,Regulation of TP53 Activity through Association with Co-factors
54971,R-HSA-9766229,Degradation of CDH1
54972,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)
54972,R-HSA-8957275,Post-translational protein phosphorylation
54973,R-HSA-6807505,RNA polymerase II transcribes snRNA genes
54974,R-HSA-6782315,tRNA modification in the nucleus and cytosol
54979,R-HSA-1482839,Acyl chain remodelling of PE
5498,R-HSA-189451,Heme biosynthesis
54981,R-HSA-196807,Nicotinate metabolism
54988,R-HSA-177128,Conjugation of salicylate with glycine
54988,R-HSA-9749641,Aspirin ADME
54989,R-HSA-212436,Generic Transcription Pathway
5499,R-HSA-163560,Triglyceride catabolism
5499,R-HSA-180024,DARPP-32 events
5499,R-HSA-2173788,Downregulation of TGF-beta receptor signaling
5499,R-HSA-9770562,mRNA Polyadenylation
5499,R-HSA-9828806,Maturation of hRSV A proteins
5499,R-HSA-9931530,Phosphorylation and nuclear translocation of the CRY:PER:kinase complex
54994,R-HSA-9861718,Regulation of pyruvate metabolism
54995,R-HSA-9837999,Mitochondrial protein degradation
54996,R-HSA-211945,Phase I - Functionalization of compounds
54998,R-HSA-5368286,Mitochondrial translation initiation
54998,R-HSA-5389840,Mitochondrial translation elongation
54998,R-HSA-5419276,Mitochondrial translation termination
54998,R-HSA-9937383,Mitochondrial ribosome-associated quality control
55,R-HSA-6798695,Neutrophil degranulation
550,R-HSA-9918481,Dengue Virus-Host Interactions
5500,R-HSA-163560,Triglyceride catabolism
5500,R-HSA-2173788,Downregulation of TGF-beta receptor signaling
5500,R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition
5500,R-HSA-5625740,RHO GTPases activate PKNs
5500,R-HSA-5625900,RHO GTPases activate CIT
5500,R-HSA-5627117,RHO GTPases Activate ROCKs
5500,R-HSA-5627123,RHO GTPases activate PAKs
5500,R-HSA-5673000,RAF activation
5500,R-HSA-9726840,SHOC2 M1731 mutant abolishes MRAS complex function
5500,R-HSA-9726842,Gain-of-function MRAS complexes activate RAF signaling
5500,R-HSA-9770562,mRNA Polyadenylation
5500,R-HSA-9828806,Maturation of hRSV A proteins
5500,R-HSA-9931530,Phosphorylation and nuclear translocation of the CRY:PER:kinase complex
55004,R-HSA-1632852,Macroautophagy
55004,R-HSA-165159,MTOR signalling
55004,R-HSA-166208,mTORC1-mediated signalling
55004,R-HSA-380972,Energy dependent regulation of mTOR by LKB1-AMPK
55004,R-HSA-5628897,TP53 Regulates Metabolic Genes
55004,R-HSA-6798695,Neutrophil degranulation
55004,R-HSA-8943724,Regulation of PTEN gene transcription
55004,R-HSA-9013148,CDC42 GTPase cycle
55004,R-HSA-9013149,RAC1 GTPase cycle
55004,R-HSA-9013404,RAC2 GTPase cycle
55004,R-HSA-9013406,RHOQ GTPase cycle
55004,R-HSA-9013407,RHOH GTPase cycle
55004,R-HSA-9013408,RHOG GTPase cycle
55004,R-HSA-9013409,RHOJ GTPase cycle
55004,R-HSA-9013423,RAC3 GTPase cycle
55004,R-HSA-9639288,Amino acids regulate mTORC1
55006,R-HSA-6787450,tRNA modification in the mitochondrion
55006,R-HSA-9937008,Mitochondrial mRNA modification
55008,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation
5501,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal
5501,R-HSA-163560,Triglyceride catabolism
5501,R-HSA-2173788,Downregulation of TGF-beta receptor signaling
5501,R-HSA-2467813,Separation of Sister Chromatids
5501,R-HSA-2500257,Resolution of Sister Chromatid Cohesion
5501,R-HSA-5663220,RHO GTPases Activate Formins
5501,R-HSA-5673000,RAF activation
5501,R-HSA-68877,Mitotic Prometaphase
5501,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
5501,R-HSA-9726840,SHOC2 M1731 mutant abolishes MRAS complex function
5501,R-HSA-9726842,Gain-of-function MRAS complexes activate RAF signaling
5501,R-HSA-9828806,Maturation of hRSV A proteins
5501,R-HSA-9931530,Phosphorylation and nuclear translocation of the CRY:PER:kinase complex
55013,R-HSA-8949215,Mitochondrial calcium ion transport
55013,R-HSA-8949664,Processing of SMDT1
55014,R-HSA-204005,COPII-mediated vesicle transport
55023,R-HSA-9013418,RHOBTB2 GTPase cycle
55031,R-HSA-5689880,Ub-specific processing proteases
55033,R-HSA-381038,XBP1(S) activates chaperone genes
55034,R-HSA-947581,Molybdenum cofactor biosynthesis
55037,R-HSA-5368286,Mitochondrial translation initiation
55037,R-HSA-5389840,Mitochondrial translation elongation
55037,R-HSA-5419276,Mitochondrial translation termination
55037,R-HSA-9937383,Mitochondrial ribosome-associated quality control
55039,R-HSA-6782861,Synthesis of wybutosine at G37 of tRNA(Phe)
55048,R-HSA-162588,Budding and maturation of HIV virion
55048,R-HSA-174490,Membrane binding and targetting of GAG proteins
55048,R-HSA-917729,Endosomal Sorting Complex Required For Transport (ESCRT)
55048,R-HSA-9610379,HCMV Late Events
55048,R-HSA-9615710,Late endosomal microautophagy
55052,R-HSA-5368286,Mitochondrial translation initiation
55052,R-HSA-5389840,Mitochondrial translation elongation
55052,R-HSA-5419276,Mitochondrial translation termination
55052,R-HSA-9937383,Mitochondrial ribosome-associated quality control
55054,R-HSA-1632852,Macroautophagy
55055,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal
55055,R-HSA-2467813,Separation of Sister Chromatids
55055,R-HSA-2500257,Resolution of Sister Chromatid Cohesion
55055,R-HSA-5663220,RHO GTPases Activate Formins
55055,R-HSA-68877,Mitotic Prometaphase
55055,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
55062,R-HSA-1632852,Macroautophagy
55062,R-HSA-381038,XBP1(S) activates chaperone genes
55065,R-HSA-196843,Vitamin B2 (riboflavin) metabolism
55066,R-HSA-204174,Regulation of pyruvate dehydrogenase (PDH) complex
5507,R-HSA-3322077,Glycogen synthesis
5507,R-HSA-3785653,Myoclonic epilepsy of Lafora
55070,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation
55075,R-HSA-9013407,RHOH GTPase cycle
55075,R-HSA-9627069,Regulation of the apoptosome activity
55081,R-HSA-5610787,Hedgehog 'off' state
55081,R-HSA-5620924,Intraflagellar transport
55083,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
55083,R-HSA-983189,Kinesins
55089,R-HSA-352230,Amino acid transport across the plasma membrane
55090,R-HSA-1989781,PPARA activates gene expression
55090,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation
55090,R-HSA-9833110,RSV-host interactions
55094,R-HSA-72163,mRNA Splicing - Major Pathway
551,R-HSA-1368108,"BMAL1:CLOCK,NPAS2 activates circadian expression"
551,R-HSA-388479,Vasopressin-like receptors
551,R-HSA-416476,G alpha (q) signalling events
551,R-HSA-418555,G alpha (s) signalling events
551,R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins
551,R-HSA-5619099,"Defective AVP does not bind AVPR1A,B and causes neurohypophyseal diabetes insipidus (NDI)"
551,R-HSA-879518,Organic anion transport by SLCO transporters
551,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis
551,R-HSA-8856828,Clathrin-mediated endocytosis
551,R-HSA-9036092,Defective AVP does not bind AVPR2 and causes neurohypophyseal diabetes insipidus (NDI)
55100,R-HSA-72163,mRNA Splicing - Major Pathway
55101,R-HSA-6799198,Complex I biogenesis
55107,R-HSA-2672351,Stimuli-sensing channels
55107,R-HSA-9733458,Induction of Cell-Cell Fusion
55109,R-HSA-6802952,Signaling by BRAF and RAF1 fusions
5511,R-HSA-72163,mRNA Splicing - Major Pathway
5511,R-HSA-9770562,mRNA Polyadenylation
55110,R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript
55110,R-HSA-72163,mRNA Splicing - Major Pathway
55110,R-HSA-72187,mRNA 3'-end processing
55110,R-HSA-73856,RNA Polymerase II Transcription Termination
55110,R-HSA-9010553,Regulation of expression of SLITs and ROBOs
55110,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)
55112,R-HSA-5620924,Intraflagellar transport
55114,R-HSA-9013148,CDC42 GTPase cycle
55114,R-HSA-9013149,RAC1 GTPase cycle
55114,R-HSA-9013404,RAC2 GTPase cycle
55114,R-HSA-9013405,RHOD GTPase cycle
55114,R-HSA-9013406,RHOQ GTPase cycle
55114,R-HSA-9013423,RAC3 GTPase cycle
55117,R-HSA-352230,Amino acid transport across the plasma membrane
55117,R-HSA-442660,SLC-mediated transport of neurotransmitters
55120,R-HSA-6783310,Fanconi Anemia Pathway
55120,R-HSA-9833482,PKR-mediated signaling
55124,R-HSA-5601884,PIWI-interacting RNA (piRNA) biogenesis
55125,R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition
55125,R-HSA-380259,Loss of Nlp from mitotic centrosomes
55125,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes
55125,R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome
55125,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes
55125,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
55125,R-HSA-8854518,AURKA Activation by TPX2
55127,R-HSA-6790901,rRNA modification in the nucleus and cytosol
55127,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol
55128,R-HSA-877300,Interferon gamma signaling
55129,R-HSA-2672351,Stimuli-sensing channels
55129,R-HSA-9733458,Induction of Cell-Cell Fusion
55131,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol
55135,R-HSA-171319,Telomere Extension By Telomerase
55135,R-HSA-390471,Association of TriC/CCT with target proteins during biosynthesis
55139,R-HSA-9954709,Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide
5514,R-HSA-9770562,mRNA Polyadenylation
55140,R-HSA-3214847,HATs acetylate histones
55142,R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition
55142,R-HSA-380259,Loss of Nlp from mitotic centrosomes
55142,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes
55142,R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome
55142,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes
55142,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
55142,R-HSA-8854518,AURKA Activation by TPX2
55143,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal
55143,R-HSA-2467813,Separation of Sister Chromatids
55143,R-HSA-2500257,Resolution of Sister Chromatid Cohesion
55143,R-HSA-4615885,SUMOylation of DNA replication proteins
55143,R-HSA-5663220,RHO GTPases Activate Formins
55143,R-HSA-68877,Mitotic Prometaphase
55143,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
55144,R-HSA-5223345,Miscellaneous transport and binding events
55149,R-HSA-9937008,Mitochondrial mRNA modification
5515,R-HSA-113501,Inhibition of replication initiation of damaged DNA by RB1/E2F1
5515,R-HSA-1295596,Spry regulation of FGF signaling
5515,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal
5515,R-HSA-163767,PP2A-mediated dephosphorylation of key metabolic factors
5515,R-HSA-180024,DARPP-32 events
5515,R-HSA-195253,Degradation of beta-catenin by the destruction complex
5515,R-HSA-196299,Beta-catenin phosphorylation cascade
5515,R-HSA-198753,ERK/MAPK targets
5515,R-HSA-202670,ERKs are inactivated
5515,R-HSA-2465910,MASTL Facilitates Mitotic Progression
5515,R-HSA-2467813,Separation of Sister Chromatids
5515,R-HSA-2500257,Resolution of Sister Chromatid Cohesion
5515,R-HSA-2995383,Initiation of Nuclear Envelope (NE) Reformation
5515,R-HSA-389356,Co-stimulation by CD28
5515,R-HSA-389513,Co-inhibition by CTLA4
5515,R-HSA-432142,Platelet sensitization by LDL
5515,R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane
5515,R-HSA-5339716,Signaling by GSK3beta mutants
5515,R-HSA-5358747,CTNNB1 S33 mutants aren't phosphorylated
5515,R-HSA-5358749,CTNNB1 S37 mutants aren't phosphorylated
5515,R-HSA-5358751,CTNNB1 S45 mutants aren't phosphorylated
5515,R-HSA-5358752,CTNNB1 T41 mutants aren't phosphorylated
5515,R-HSA-5467337,APC truncation mutants have impaired AXIN binding
5515,R-HSA-5467340,AXIN missense mutants destabilize the destruction complex
5515,R-HSA-5467348,Truncations of AMER1 destabilize the destruction complex
5515,R-HSA-5663220,RHO GTPases Activate Formins
5515,R-HSA-5673000,RAF activation
5515,R-HSA-5675221,Negative regulation of MAPK pathway
5515,R-HSA-6804757,Regulation of TP53 Degradation
5515,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
5515,R-HSA-68877,Mitotic Prometaphase
5515,R-HSA-69231,Cyclin D associated events in G1
5515,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition
5515,R-HSA-9634600,"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism"
5515,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
5515,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)
5515,R-HSA-9833482,PKR-mediated signaling
5515,R-HSA-9860927,"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells"
55157,R-HSA-379726,Mitochondrial tRNA aminoacylation
5516,R-HSA-113501,Inhibition of replication initiation of damaged DNA by RB1/E2F1
5516,R-HSA-1295596,Spry regulation of FGF signaling
5516,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal
5516,R-HSA-163767,PP2A-mediated dephosphorylation of key metabolic factors
5516,R-HSA-180024,DARPP-32 events
5516,R-HSA-195253,Degradation of beta-catenin by the destruction complex
5516,R-HSA-196299,Beta-catenin phosphorylation cascade
5516,R-HSA-198753,ERK/MAPK targets
5516,R-HSA-202670,ERKs are inactivated
5516,R-HSA-2465910,MASTL Facilitates Mitotic Progression
5516,R-HSA-2467813,Separation of Sister Chromatids
5516,R-HSA-2500257,Resolution of Sister Chromatid Cohesion
5516,R-HSA-389356,Co-stimulation by CD28
5516,R-HSA-389513,Co-inhibition by CTLA4
5516,R-HSA-432142,Platelet sensitization by LDL
5516,R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane
5516,R-HSA-5339716,Signaling by GSK3beta mutants
5516,R-HSA-5358747,CTNNB1 S33 mutants aren't phosphorylated
5516,R-HSA-5358749,CTNNB1 S37 mutants aren't phosphorylated
5516,R-HSA-5358751,CTNNB1 S45 mutants aren't phosphorylated
5516,R-HSA-5358752,CTNNB1 T41 mutants aren't phosphorylated
5516,R-HSA-5467337,APC truncation mutants have impaired AXIN binding
5516,R-HSA-5467340,AXIN missense mutants destabilize the destruction complex
5516,R-HSA-5467348,Truncations of AMER1 destabilize the destruction complex
5516,R-HSA-5663220,RHO GTPases Activate Formins
5516,R-HSA-5673000,RAF activation
5516,R-HSA-5675221,Negative regulation of MAPK pathway
5516,R-HSA-6804757,Regulation of TP53 Degradation
5516,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
5516,R-HSA-68877,Mitotic Prometaphase
5516,R-HSA-69231,Cyclin D associated events in G1
5516,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition
5516,R-HSA-9634600,"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism"
5516,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
5516,R-HSA-9833482,PKR-mediated signaling
55160,R-HSA-193648,NRAGE signals death through JNK
55160,R-HSA-416482,G alpha (12/13) signalling events
55160,R-HSA-8980692,RHOA GTPase cycle
55160,R-HSA-9013026,RHOB GTPase cycle
55160,R-HSA-9013106,RHOC GTPase cycle
55163,R-HSA-964975,Vitamin B6 activation to pyridoxal phosphate
55164,R-HSA-171319,Telomere Extension By Telomerase
55166,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal
55166,R-HSA-2467813,Separation of Sister Chromatids
55166,R-HSA-2500257,Resolution of Sister Chromatid Cohesion
55166,R-HSA-5663220,RHO GTPases Activate Formins
55166,R-HSA-606279,Deposition of new CENPA-containing nucleosomes at the centromere
55166,R-HSA-68877,Mitotic Prometaphase
55166,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
55167,R-HSA-3214847,HATs acetylate histones
55168,R-HSA-5368286,Mitochondrial translation initiation
55168,R-HSA-5389840,Mitochondrial translation elongation
55168,R-HSA-5419276,Mitochondrial translation termination
55168,R-HSA-9937383,Mitochondrial ribosome-associated quality control
55170,R-HSA-3214858,RMTs methylate histone arginines
55170,R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function
55173,R-HSA-5368286,Mitochondrial translation initiation
55173,R-HSA-5389840,Mitochondrial translation elongation
55173,R-HSA-5419276,Mitochondrial translation termination
55173,R-HSA-9837999,Mitochondrial protein degradation
55173,R-HSA-9937383,Mitochondrial ribosome-associated quality control
55174,R-HSA-6807505,RNA polymerase II transcribes snRNA genes
55175,R-HSA-8951664,Neddylation
55175,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation
55176,R-HSA-1236974,ER-Phagosome pathway
55176,R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane
55178,R-HSA-6793080,rRNA modification in the mitochondrion
5518,R-HSA-113501,Inhibition of replication initiation of damaged DNA by RB1/E2F1
5518,R-HSA-1295596,Spry regulation of FGF signaling
5518,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal
5518,R-HSA-163767,PP2A-mediated dephosphorylation of key metabolic factors
5518,R-HSA-180024,DARPP-32 events
5518,R-HSA-195253,Degradation of beta-catenin by the destruction complex
5518,R-HSA-196299,Beta-catenin phosphorylation cascade
5518,R-HSA-198753,ERK/MAPK targets
5518,R-HSA-202670,ERKs are inactivated
5518,R-HSA-2465910,MASTL Facilitates Mitotic Progression
5518,R-HSA-2467813,Separation of Sister Chromatids
5518,R-HSA-2500257,Resolution of Sister Chromatid Cohesion
5518,R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition
5518,R-HSA-2995383,Initiation of Nuclear Envelope (NE) Reformation
5518,R-HSA-380259,Loss of Nlp from mitotic centrosomes
5518,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes
5518,R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome
5518,R-HSA-380320,Recruitment of NuMA to mitotic centrosomes
5518,R-HSA-389356,Co-stimulation by CD28
5518,R-HSA-389513,Co-inhibition by CTLA4
5518,R-HSA-432142,Platelet sensitization by LDL
5518,R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane
5518,R-HSA-5339716,Signaling by GSK3beta mutants
5518,R-HSA-5358747,CTNNB1 S33 mutants aren't phosphorylated
5518,R-HSA-5358749,CTNNB1 S37 mutants aren't phosphorylated
5518,R-HSA-5358751,CTNNB1 S45 mutants aren't phosphorylated
5518,R-HSA-5358752,CTNNB1 T41 mutants aren't phosphorylated
5518,R-HSA-5467337,APC truncation mutants have impaired AXIN binding
5518,R-HSA-5467340,AXIN missense mutants destabilize the destruction complex
5518,R-HSA-5467348,Truncations of AMER1 destabilize the destruction complex
5518,R-HSA-5620912,Anchoring of the basal body to the plasma membrane
5518,R-HSA-5663220,RHO GTPases Activate Formins
5518,R-HSA-5673000,RAF activation
5518,R-HSA-5675221,Negative regulation of MAPK pathway
5518,R-HSA-6804757,Regulation of TP53 Degradation
5518,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
5518,R-HSA-68877,Mitotic Prometaphase
5518,R-HSA-69231,Cyclin D associated events in G1
5518,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition
5518,R-HSA-8854518,AURKA Activation by TPX2
5518,R-HSA-9634600,"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism"
5518,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
5518,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)
5518,R-HSA-9833482,PKR-mediated signaling
5518,R-HSA-9860927,"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells"
55181,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)
55182,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation
55183,R-HSA-5693571,Nonhomologous End-Joining (NHEJ)
5519,R-HSA-113501,Inhibition of replication initiation of damaged DNA by RB1/E2F1
5519,R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal
5519,R-HSA-163767,PP2A-mediated dephosphorylation of key metabolic factors
5519,R-HSA-180024,DARPP-32 events
5519,R-HSA-195253,Degradation of beta-catenin by the destruction complex
5519,R-HSA-196299,Beta-catenin phosphorylation cascade
5519,R-HSA-198753,ERK/MAPK targets
5519,R-HSA-202670,ERKs are inactivated
5519,R-HSA-2465910,MASTL Facilitates Mitotic Progression
5519,R-HSA-2467813,Separation of Sister Chromatids
5519,R-HSA-2500257,Resolution of Sister Chromatid Cohesion
5519,R-HSA-389356,Co-stimulation by CD28
5519,R-HSA-389513,Co-inhibition by CTLA4
5519,R-HSA-432142,Platelet sensitization by LDL
5519,R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane
5519,R-HSA-5339716,Signaling by GSK3beta mutants
5519,R-HSA-5358747,CTNNB1 S33 mutants aren't phosphorylated
5519,R-HSA-5358749,CTNNB1 S37 mutants aren't phosphorylated
5519,R-HSA-5358751,CTNNB1 S45 mutants aren't phosphorylated
5519,R-HSA-5358752,CTNNB1 T41 mutants aren't phosphorylated
5519,R-HSA-5467337,APC truncation mutants have impaired AXIN binding
5519,R-HSA-5467340,AXIN missense mutants destabilize the destruction complex
5519,R-HSA-5467348,Truncations of AMER1 destabilize the destruction complex
5519,R-HSA-5663220,RHO GTPases Activate Formins
5519,R-HSA-5673000,RAF activation
5519,R-HSA-5675221,Negative regulation of MAPK pathway
5519,R-HSA-6804757,Regulation of TP53 Degradation
5519,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
5519,R-HSA-68877,Mitotic Prometaphase
5519,R-HSA-69231,Cyclin D associated events in G1
5519,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition
5519,R-HSA-9634600,"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism"
5519,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
5519,R-HSA-9833482,PKR-mediated signaling
5519,R-HSA-9860927,"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells"
55191,R-HSA-196807,Nicotinate metabolism
55193,R-HSA-3214858,RMTs methylate histone arginines
55193,R-HSA-8939243,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known
55193,R-HSA-9933939,Formation of the polybromo-BAF (pBAF) complex
55197,R-HSA-6807505,RNA polymerase II transcribes snRNA genes
552,R-HSA-388479,Vasopressin-like receptors
552,R-HSA-416476,G alpha (q) signalling events
552,R-HSA-5619099,"Defective AVP does not bind AVPR1A,B and causes neurohypophyseal diabetes insipidus (NDI)"
5520,R-HSA-2995383,Initiation of Nuclear Envelope (NE) Reformation
5520,R-HSA-69231,Cyclin D associated events in G1
5520,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition
5520,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)
5520,R-HSA-9860927,"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells"
55200,R-HSA-8980692,RHOA GTPase cycle
55200,R-HSA-9013149,RAC1 GTPase cycle
55203,R-HSA-5682910,LGI-ADAM interactions
55208,R-HSA-8951664,Neddylation
55211,R-HSA-2892247,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation"
55211,R-HSA-9819196,Zygotic genome activation (ZGA)
55212,R-HSA-5620922,BBSome-mediated cargo-targeting to cilium
